Q607024	P5063	"i46236"
Q42196	P8814	"02067469-n"
Q42196	P5063	"i46252"
Q185097	P8814	"02067916-n"
Q185097	P5063	"i46254"
Q201808	P8814	"02068060-n"
Q201808	P5063	"i46255"
Q19829408	P8814	"02069893-n"
Q19829408	P5063	"i46265"
Q244300	P8814	"02070256-n"
Q244300	P5063	"i46267"
Q300949	P8814	"02071194-n"
Q300949	P5063	"i46272"
Q174199	P8814	"02072626-n"
Q174199	P5063	"i46279"
Q27027	P8814	"02073276-n"
Q27027	P5063	"i46283"
Q159426	P8814	"02075145-n"
Q159426	P5063	"i46295"
Q40261	P8814	"02076483-n"
Q40261	P5063	"i46303"
Q187484	P8814	"02077378-n"
Q187484	P5063	"i46308"
Q221088	P8814	"02080036-n"
Q221088	P5063	"i46320"
Q7966	P8814	"02080439-n"
Q7966	P5063	"i46323"
Q28174380	P8814	"02080944-n"
Q28174380	P5063	"i46326"
Q379732	P8814	"02081226-n"
Q379732	P5063	"i46328"
Q26913	P8814	"02082503-n"
Q26913	P5063	"i46335"
Q149405	P8814	"02083365-n"
Q149405	P5063	"i46341"
Q214287	P8814	"02083712-n"
Q214287	P5063	"i46343"
Q18498	P8814	"02117019-n"
Q18498	P5063	"i46550"
Q28196316	P8814	"02117364-n"
Q28196316	P5063	"i46552"
Q132585	P8814	"02118565-n"
Q132585	P5063	"i46559"
Q173651	P8814	"02119390-n"
Q173651	P5063	"i46565"
Q188657	P8814	"02120164-n"
Q188657	P5063	"i46569"
Q8332	P8814	"02121674-n"
Q8332	P5063	"i46579"
Q263706	P8814	"02122286-n"
Q263706	P5063	"i46583"
Q23729171	P8814	"02122731-n"
Q23729171	P5063	"i46586"
Q215250	P8814	"02123157-n"
Q215250	P5063	"i46589"
Q43576	P8814	"02127733-n"
Q43576	P5063	"i46617"
Q47450946	P8814	"02128524-n"
