wn_synset,wn_definition,wn_ili,wn_members,wn_wd_qid,wn_qid_candidate,qid_count_original,wd_label,wd_parent,wd_description
12590899-n,handsome roundheaded deciduous tree having compound dark green leaves and profuse panicles of fragrant creamy-white flowers; China and Japan,i102955,Japanese pagoda tree|Chinese scholartree|Chinese scholar tree|Sophora japonica|Sophora sinensis,Q288558|Q10881597,Q288558,2,Styphnolobium japonicum,Styphnolobium,species of plant
12461895-n,a fernlike plant native to South Africa,i102363,asparagus fern|Asparagus setaceous|Asparagus plumosus,Q42561493|Q28934742,Q28934742,2,Asparagus plumosus,,species of plant
12134527-n,erect tussock-forming perennial bur grass used particularly in South Africa and Australia for pasture and forage,i100810,buffel grass|Cenchrus ciliaris|Pennisetum cenchroides,Q28936180|Q2715047,Q28936180,2,Pennisetum ciliare,Pennisetum,species of plant
12302491-n,small American birch with peeling white bark often worked into e.g. baskets or toy canoes,i101591,American white birch|paper birch|paperbark birch|canoe birch|Betula cordifolia|Betula papyrifera,Q28807132|Q2900277,Q2900277,2,Betula cordifolia,Betula,species of plant
12224413-n,American basswood of the Allegheny region,i101255,white basswood|cottonwood|Tilia heterophylla,Q29021531|Q6579882,Q29021531,2,Tilia americana var. heterophylla,,variety of plant
12920731-n,arborescent South American shrub having very large orange-red flowers,i104561,red angel's trumpet|Brugmansia sanguinea|Datura sanguinea,Q2926516|Q39929581,Q2926516,2,Brugmansia sanguinea,Brugmansia,species of plant
12417936-n,source of e.g. bhang and hashish as well as fiber,i102160,Indian hemp|Cannabis indica,Q8262024|Q2936421,Q2936421,2,Cannabis indica,Cannabis,species of plant
12510181-n,thornless tree yielding heavy wood,i102589,brazilian ironwood|Caesalpinia ferrea,Q29549903|Q4116530,Q29549903,2,Libidibia ferrea,Libidibia,species of plant
12482178-n,European scilla with small blue or purple flowers,i102458,spring squill|Scilla verna|sea onion,Q29784102|Q3034404,Q29784102,2,Tractema verna,Tractema,species of plant
01696952-n,a kind of chameleon,i44211,horned chameleon|Chamaeleo oweni,Q3539439|Q29860846,Q29860846,2,Chamaeleo oweni,Chamaeleo,species of reptile
12356741-n,very large red gum tree,i101861,red gum|marri|Eucalyptus calophylla,Q2998198|Q21266867,Q2998198,2,Corymbia calophylla,Corymbia,tree found in Western Australia
01649821-n,of high Sierra Nevada meadows and forest borders,i43973,Yosemite toad|Bufo canorus|Anaxyrus canorus,Q302397|Q24248378,Q302397,2,Yosemite toad,Anaxyrus,species of amphibian
12410449-n,violet of eastern North America having lilac-purple flowers with a long slender spur,i102125,long-spurred violet|Viola rostrata,Q15357379|Q3024420,Q3024420,2,Viola rostrata,Viola,species of plant
12482178-n,European scilla with small blue or purple flowers,i102458,spring squill|Scilla verna|sea onion,Q29784102|Q3034404,Q3034404,2,Scilla verna,Scilla,species of plant
12941281-n,showy poinsettia found from the southern United States to Peru,i104659,Japanese poinsettia|mole plant|paint leaf|Euphorbia heterophylla,Q117845540|Q3060418,Q3060418,2,Euphorbia heterophylla,Euphorbia subsect. Stormieae,species of plant
01645032-n,Mexican frog found within a jump or two of water,i43944,tarahumara frog|Rana tarahumarae|Lithobates tarahumarae,Q4666261|Q3061934,Q3061934,2,Rana tarahumarae,Rana,species of amphibian
01652053-n,this spadefoot toad live in California,i43986,western spadefoot|Scaphiopus hammondii,Q3101052|Q109528215,Q3101052,2,Spea hammondii,Spea,species of amphibian
11847184-n,South American plant having green to purple or red branches with green to purple ornamental foliage and spikes of insignificant woolly flowers with dry membranous bracts,i99436,beefsteak plant|beef plant|Iresine herbstii|Iresine reticulata,Q69537690|Q310558,Q310558,2,Iresine herbstii,Iresine,species of plant
12352735-n,tropical tree of the East Indies cultivated for its edible fruit,i101840,rose apple|rose-apple tree|jambosa|Eugenia jambos|Syzygium jambos,Q31931|Q21874222,Q31931,2,Syzygium jambos,Syzygium,species of tree originating in Southeast Asia
12557758-n,hairy trailing or prostrate western Australian vine with bright scarlet-pink flowers,i102801,scarlet runner|running postman|Kennedia prostrata,Q15553798|Q3195154,Q3195154,2,Kennedia prostrata,Kennedia,species of plant
06771295-n,a partially true statement intended to deceive or mislead,i72008,half-truth,Q3234422|Q2104404,Q3234422,2,,,
01653700-n,a small chiefly ground dweller that stays within easy jumping distance of water; of United States southwest and northern Mexico,i43994,canyon treefrog|Hyla arenicolor|Dryophytes arenicolor,Q32344826|Q2702096,Q32344826,2,Dryophytes arenicolor,Dryophytes,species of Amphibia
12756988-n,woody creeping parasite of western North America having numerous thick powdery leaves and panicles of small dull-white flowers,i103768,bastard toadflax|Comandra pallida,Q32795129|Q32794876,Q32794876,2,Comandra pallida,Comandra,species of plant
12756988-n,woody creeping parasite of western North America having numerous thick powdery leaves and panicles of small dull-white flowers,i103768,bastard toadflax|Comandra pallida,Q32795129|Q32794876,Q32795129,2,Comandra umbellata var. pallida,Comandra umbellata,variety of plant
12880439-n,fragrant California annual herb having lanceolate leaves and clusters of rose-purple flowers,i104373,mustang mint|Monardella lanceolata,Q32852632|Q12842241,Q32852632,2,Monardella breweri subsp. lanceolata,Monardella breweri,subspecies of plant
12139907-n,stout perennial grass of western North America,i100838,giant ryegrass|Elymus condensatus|Leymus condensatus,Q6538092|Q32856001,Q32856001,2,Elymus condensatus,Elymus,species of plant
12145335-n,European perennial grass widely cultivated for pasture and hay and as a lawn grass,i100869,perennial ryegrass|English ryegrass|Lolium perenne,Q32856031|Q161722,Q32856031,2,Festuca perennis,Festuca,species of plant
12145700-n,weedy annual grass often occurs in grainfields and other cultivated land; seeds sometimes considered poisonous,i100871,darnel|tare|bearded darnel|cheat|Lolium temulentum,Q32856034|Q162088,Q32856034,2,Festuca temulenta,Festuca,species of plant
12418889-n,native American plant sometimes confused with the European hop,i102164,American hop|Humulus americanus,Q42688584|Q32856065,Q32856065,2,Humulus americanus,Humulus,species of plant
12863904-n,mint-scented perennial of central and southern Europe,i104289,common calamint|Calamintha sylvatica|Satureja calamintha officinalis,Q92346932|Q32979672,Q32979672,2,Calamintha sylvatica,Calamintha,species of plant
11670881-n,small shrubby celery pine of New Zealand,i98592,Alpine celery pine|Phyllocladus alpinus,Q33125492|Q7188675,Q33125492,2,Phyllocladus trichomanoides var. alpinus,Phyllocladus trichomanoides,variety of plant
13054822-n,a morel with the ridged and pitted fertile portion attached to the stipe for about half its length,i105229,Morchella semilibera|half-free morel|cow's head,Q3324089|Q1795398,Q3324089,2,Mitrophora semilibera,Mitrophora,species of fungus
11762266-n,deciduous aromatic shrub of eastern North America with grey-green wax-coated berries,i99036,bayberry|candleberry|swamp candleberry|waxberry|Myrica pensylvanica,Q3331585|Q12331270,Q3331585,2,northern bayberry,Morella,species of plant
13195252-n,epiphytic fern with large fronds; Taiwan and Philippines,i105886,bear's-paw fern|Aglaomorpha meyeniana,Q42741482|Q3335252,Q3335252,2,Aglaomorpha meyeniana,Aglaomorpha,species of plant
12564144-n,annual native to Korea but widely cultivated for forage and hay in hot dry regions,i102829,Korean lespedeza|Lespedeza stipulacea,Q3336452|Q39151992,Q3336452,2,Kummerowia stipulacea,Kummerowia,species of plant
12358663-n,large gum tree with mottled bark,i101873,spotted gum|Eucalyptus maculata,Q3337015|Q24852937,Q3337015,2,Corymbia maculata,Corymbia,species of plant
11898115-n,widely cultivated plant having a large fleshy edible white or yellow root,i99673,turnip|white turnip|Brassica rapa,Q3337246|Q3384,Q3337246,2,turnip rape,Brassica rapa,subspecies of plant
12898397-n,southwestern United States plant with yellow flowers on stems that twist and twine through other vegetation,i104464,yellow twining snapdragon|Antirrhinum filipes,Q3338172|Q4775223,Q3338172,2,Neogaerrhinum filipes,Neogaerrhinum,species of plant
12454744-n,plant having a large slender white bulb and flat overlapping dark green leaves; used in cooking; believed derived from the wild Allium ampeloprasum,i102328,leek|scallion|Allium porrum,Q33681353|Q21870138,Q33681353,2,Allium ampeloprasum var. porrum,Allium ampeloprasum,variety of plant
12663495-n,dwarf ornamental shrub of western United States having large black to red and yellow sweet edible fruit,i103315,Western sand cherry|Rocky Mountains cherry|Prunus besseyi,Q3408648|Q15624054,Q3408648,2,Prunus pumila var. besseyi,Prunus pumila,variety of plants
11937876-n,flower of southwestern Australia having bright pink daisylike papery flowers; grown for drying,i99851,pink-and-white everlasting|pink paper daisy|Acroclinium roseum,Q3429583|Q96012655,Q3429583,2,Rhodanthe chlorocephala subsp. rosea,Rhodanthe chlorocephala,subspecies of plant
12700193-n,common North American shrub or small tree,i103495,American red elder|red-berried elder|stinking elder|Sambucus pubens,Q3470723|Q12210848,Q3470723,2,Sambucus racemosa subsp. pubens,Sambucus racemosa,subspecies of plant
11631274-n,five-needled pinon of southern California and northern Baja California having (sometimes three-needled or four-needled showing hybridization from Pinus californiarum),i98396,Parry's pinyon|Pinus quadrifolia|Pinus parryana,Q93383212|Q3506492,Q3506492,2,Pinus quadrifolia,Pinus subsect. Gerardianae,species of plant
01696952-n,a kind of chameleon,i44211,horned chameleon|Chamaeleo oweni,Q3539439|Q29860846,Q3539439,2,Trioceros oweni,Trioceros,species of reptile
12973350-n,large stout fern of extreme western Europe,i104824,Killarney fern|Trichomanes speciosum,Q3554491|Q2000383,Q3554491,2,Vandenboschia speciosa,Vandenboschia,species of plant
11964129-n,the common European annual marigold,i99997,common marigold|pot marigold|ruddles|Scotch marigold|Calendula officinalis,Q35587197|Q145930,Q35587197,2,Caltha officinalis,Caltha,species of plant
88957229-n,"an annual herb that grows in open grasslands, roadsides and pathways that originates in the Americas and is used in traditional herbal medicine",,Euphorbia hirta,Q14549482|Q36177,Q36177,2,Euphorbia hirta,Euphorbia subsect. Hypericifoliae,"species of hairy herb grown in open grasslands, roadsides, and pathways"
11803347-n,putrid-smelling aroid of southeastern Asia (especially the Philippines) grown for its edible tuber,i99221,pungapung|telingo potato|elephant yam|Amorphophallus paeonifolius|Amorphophallus campanulatus,Q9248988|Q37247507,Q37247507,2,Amorphophallus campanulatus,Amorphophallus,species of plant
12656985-n,small deciduous Eurasian tree cultivated for its fruit that resemble crab apples,i103284,medlar|medlar tree|Mespilus germanica,Q37995935|Q146186,Q37995935,2,Crataegus germanica,,species of plant
13209517-n,a hare's-foot fern of the genus Davallia,i105960,Australian hare's foot|Davallia pyxidata,Q17167445|Q38230025,Q38230025,2,Davallia pyxidata,Davallia,species of Equisetopsida
13243775-n,"a variety of club moss, also known as shining firmoss (Lycopodium lucidulum)",i106130,shining clubmoss|Lycopodium lucidulum,Q4567960|Q38233964,Q38233964,2,Lycopodium lucidulum,Lycopodium,species of Lycopodiopsida
12140339-n,weedy rye grass having long bristling awns,i100841,medusa's head|Elymus caput-medusae,Q3837887|Q21874168,Q3837887,2,Taeniatherum caput-medusae,Taeniatherum,species of plant
12488097-n,plant of western North America to Mexico; poisonous especially to grazing animals,i102487,grassy death camas|Zigadenus venenosus|Zigadenus venenosus gramineus,Q3849177|Q15547277,Q3849177,2,Toxicoscordion venenosum,Toxicoscordion,species of plant
12479379-n,southern African herb with white bell-shaped flowers,i102444,summer hyacinth|cape hyacinth|Hyacinthus candicans|Galtonia candicans,Q2366444|Q38492612,Q38492612,2,Hyacinthus candicans,hyacinth,species of plant
11826838-n,deep-rooted perennial of southeastern United States,i99335,pine-barren sandwort|longroot|Arenaria caroliniana,Q15571189|Q38617331,Q38617331,2,Arenaria caroliniana,Arenaria,species of plant
12173550-n,widely distributed North American sedge having rigid olive green stems,i101014,hardstem bulrush|hardstemmed bulrush|Scirpus acutus,Q15628951|Q38663645,Q38663645,2,Scirpus acutus,Scirpus,species of plant
11989173-n,North American herb having whorled leaves and terminal clusters of small pinkish or purple flower heads,i100123,Joe-Pye weed|spotted Joe-Pye weed|Eupatorium maculatum,Q1951405|Q38732209,Q38732209,2,Eupatorium maculatum,Eupatorium,species of plant
11998129-n,stout perennial herb of western United States having flower heads with drooping orange-yellow rays; causes spewing sickness in sheep,i100168,orange sneezeweed|owlclaws|Helenium hoopesii,Q5956675|Q38742382,Q38742382,2,Helenium hoopesii,Helenium,species of plant
11953396-n,North American perennial with apparently whorled leaves and showy white purple-tinged flowers,i99926,whorled aster|Aster acuminatus,Q15548303|Q38761572,Q38761572,2,Aster acuminatus,Aster,species of plant
11996783-n,annual of southern United States and Mexico having bristly leaves and pale yellow flowers,i100161,camphor daisy|Haplopappus phyllocephalus,Q15601199|Q38774941,Q38774941,2,Haplopappus phyllocephalus,Haplopappus,species of plant
11955496-n,tufted rigid North American perennial with loose clusters of white flowers,i99938,upland white aster|Aster ptarmicoides,Q15567718|Q38780016,Q38780016,2,Aster ptarmicoides,Aster,species of plant
11954372-n,perennial of western North America having white flowers,i99932,white prairie aster|Aster falcatus,Q13955505|Q38782261,Q38782261,2,Aster falcatus,Aster,species of plant
11955656-n,perennial of southeastern United States having usually blue flowers,i99939,Short's aster|Aster shortii,Q15555506|Q38783181,Q38783181,2,Aster shortii,Aster,species of plant
12264975-n,medium-sized rhododendron of Pacific coast of North America having large rosy brown-spotted flowers,i101417,coast rhododendron|Rhododendron californicum,Q15387197|Q38907276,Q38907276,2,Rhododendron californicum,Rhododendron,species of plant
12259008-n,evergreen shrub of eastern North America having white or creamy bell-shaped flowers and dark green hairy leaves used for tea during American Revolution,i101389,Labrador tea|crystal tea|Ledum groenlandicum,Q247753|Q38907427,Q38907427,2,Ledum groenlandicum,Ledum,species of plant
12277437-n,evergreen with rounded leaves and very fragrant creamy-white flowers; widely distributed in northern parts of Old and New Worlds,i101477,wild lily of the valley|Pyrola rotundifolia,Q38908718|Q692248,Q38908718,2,Pyrola rotundifolia var. incarnata,Pyrola rotundifolia,variety of plant
12948518-n,Chinese tree bearing seeds that yield tung oil,i104695,tung tree|tung|tung-oil tree|Aleurites fordii,Q1422363|Q38926734,Q38926734,2,Aleurites fordii,Aleurites,species of plant
12865947-n,an aromatic fleshy herb of India and Ceylon to South Africa; sometimes placed in genus Plectranthus,i104298,country borage|Coleus aromaticus|Coleus amboinicus|Plectranthus amboinicus,Q2359202|Q39087854,Q39087854,2,Coleus amboinicus,Coleus,species of plant
12601534-n,having deep purple flowers,i103005,Chinese wistaria|Wisteria chinensis,Q15527909|Q39151976,Q39151976,2,Wisteria chinensis,Wisteria,species of plant
12564144-n,annual native to Korea but widely cultivated for forage and hay in hot dry regions,i102829,Korean lespedeza|Lespedeza stipulacea,Q3336452|Q39151992,Q39151992,2,Lespedeza stipulacea,Lespedeza,species of plant
12545138-n,greyish-green shrub of desert regions of southwestern United States and Mexico having sparse foliage and terminal spikes of bluish violet flowers; locally important as source of a light-colored honey of excellent flavor,i102742,smoke tree|Dalea spinosa,Q7256142|Q39169915,Q39169915,2,Dalea spinosa,Dalea,species of plant
12352172-n,Australian tree with sour red fruit,i101837,sour cherry|Eugenia corynantha,Q7663973|Q39286715,Q39286715,2,Eugenia corynantha,Eugenia,species of plant
12087530-n,a long-spurred orchid with base leaves and petals converging under the upper sepal,i100578,Hooker's orchid|Habenaria hookeri,Q15435811|Q39369033,Q39369033,2,Habenaria hookeri,Habenaria,species of plant
12088639-n,orchid of northeastern and alpine eastern North America closely related to the purple fringed orchids but having rosy-purple or violet flowers with denticulate leaf divisions,i100583,purple fringeless orchid|purple fringeless orchis|Habenaria peramoena,Q15436673|Q39369293,Q39369293,2,Habenaria peramoena,Habenaria,species of plant
12129882-n,used by Maoris for thatching,i100782,toetoe|toitoi|Arundo conspicua|Chionochloa conspicua,Q15512764|Q39541903,Q39541903,2,Arundo conspicua,Arundo,species of plant
12135900-n,tall grass of New Zealand grown for plumelike flower heads,i100817,plumed tussock|toe toe|toetoe|Cortaderia richardii|Arundo richardii,Q28819289|Q39543786,Q39543786,2,Arundo richardii,Arundo,species of plant
12126498-n,valuable forage grass of western United States,i100765,western wheatgrass|bluestem wheatgrass|Agropyron smithii,Q15510778|Q39551241,Q39551241,2,Agropyron smithii,Agropyron,species of plant
12153979-n,handsome hardy North American grass with foliage turning pale bronze in autumn,i100914,broom beard grass|prairie grass|wire grass|Andropogon scoparius|Schizachyrium scoparium,Q3013856|Q39582886,Q39582886,2,Andropogon scoparius,Andropogon,species of plant
12831607-n,low mat-forming herb of rocky places in United States,i104126,chickweed phlox|sand phlox|Phlox bifida|Phlox stellaria,Q49459738|Q39594870,Q39594870,2,Phlox stellaria,Phlox,species of plant
12663725-n,Mexican black cherry tree having edible fruit,i103316,capulin|capulin tree|Prunus capuli,Q50913540|Q39779922,Q39779922,2,Prunus capuli,Prunus,species of plant
12751304-n,willow shrub of dry places in the eastern United States having long narrow leaves canescent beneath,i103741,dwarf grey willow|dwarf gray willow|sage willow|Salix tristis,Q24694533|Q39908047,Q39908047,2,Salix tristis,Salix,species of plant
12920731-n,arborescent South American shrub having very large orange-red flowers,i104561,red angel's trumpet|Brugmansia sanguinea|Datura sanguinea,Q2926516|Q39929581,Q39929581,2,Datura sanguinea,Datura,species of plant
13078002-n,a fungus with a velvety stalk and usually a dingy brown cap; injured areas turn blue instantly,i105336,Boletus subvelutipes,Q108416519|Q4035289,Q4035289,2,Boletus subvelutipes,Boletus,species of fungus
11954015-n,stiff perennial of the eastern United States having small linear leaves and numerous tiny white flower heads,i99930,bushy aster|Aster dumosus,Q4050490|Q7061674,Q4050490,2,Symphyotrichum dumosum,Symphyotrichum,Species of flowering plant in family Asteraceae
11953726-n,perennial wood aster of eastern North America,i99928,heart-leaved aster|Aster cordifolius,Q4050493|Q21871600,Q4050493,2,Symphyotrichum cordifolium,Symphyotrichum,Species of flowering plant in family Asteraceae
01653542-n,the most commonly heard frog on the Pacific coast of America,i43993,Pacific tree toad|Hyla regilla,Q2336996|Q41083826,Q41083826,2,Hyla regilla,Hyla,species of amphibian
12510181-n,thornless tree yielding heavy wood,i102589,brazilian ironwood|Caesalpinia ferrea,Q29549903|Q4116530,Q4116530,2,Caesalpinia ferrea,Caesalpinia,species of South-American tree
01830737-n,greyish-blue North American kingfisher with a chestnut band on its chest,i44935,belted kingfisher|Ceryle alcyon,Q736052|Q41214407,Q41214407,2,Ceryle alcyon,Ceryle,species of bird
13076183-n,a fungus convex cap and a dingy yellow under surface and a dry stalk,i105327,Boletus chrysenteron,Q254161|Q41475394,Q41475394,2,Boletus chrysenteron,Boletus,species of fungus
13077559-n,an edible fungus with a broadly convex blackish brown cap and a pore surface that is yellow when young and darkens with age; stalk is thick and enlarges toward the base,i105334,Boletus pulverulentus,Q41596453|Q976933,Q41596453,2,Cyanoboletus pulverulentus,Cyanoboletus,species of fungus
13076709-n,a poisonous fungus with a dingy yellow cap and orange red undersurface and a cylindrical reticulate stalk,i105330,Boletus luridus,Q752494|Q41597775,Q41597775,2,Boletus luridus,Boletus,species of fungus
13076552-n,a fungus with a red cap and a red coarsely reticulate stalk,i105329,Frost's bolete|Boletus frostii,Q41712963|Q1933457,Q41712963,2,Exsudoporus frostii,Exsudoporus,species of fungus
12017629-n,herb of northeastern North America having drooping clusters of yellowish-white flowers; sometimes placed in genus Prenanthes,i100264,white lettuce|cankerweed|Nabalus alba|Prenanthes alba,Q41778118|Q7995681,Q41778118,2,Nabalus albus,Nabalus,species of plant
11883304-n,plant with fleshy roots and erect stems with narrow succulent leaves and one reddish-orange flower in each upper leaf axil; southwestern United States; Indians once cooked the fleshy roots,i99607,flame flower|flame-flower|flameflower|Talinum aurantiacum,Q17244256|Q41778381,Q41778381,2,Talinum aurantiacum,Talinum,species of plant
11863522-n,cactus of the southwestern United States and northern Mexico having edible juicy fruit,i99512,pitahaya cactus|pitahaya|Acanthocereus tetragonus|Acanthocereus pentagonus,Q149401|Q41793314,Q41793314,2,Acanthocereus pentagonus,Acanthocereus,species of plant
12461895-n,a fernlike plant native to South Africa,i102363,asparagus fern|Asparagus setaceous|Asparagus plumosus,Q42561493|Q28934742,Q42561493,2,Protasparagus plumosus,Protasparagus,species of plant
11951257-n,perennial cottony-white herb of southwestern United States,i99918,western mugwort|white sage|cudweed|prairie sage|Artemisia ludoviciana|Artemisia gnaphalodes,Q42681972|Q95983836|Q2716821,Q42681972,3,Artemisia ludoviciana subsp. gnaphalodes,Artemisia ludoviciana,subspecies of plant
12674394-n,European trailing bramble with red berrylike fruits,i103367,stone bramble|Rubus saxatilis,Q42684002|Q158569,Q42684002,2,Cylactis saxatilis,Cylactis,species of plant
12418889-n,native American plant sometimes confused with the European hop,i102164,American hop|Humulus americanus,Q42688584|Q32856065,Q42688584,2,Humulus lupulus subsp. americanus,Humulus lupulus,subspecies of plant
11741112-n,perennial European buttercup with yellow spring flowers widely naturalized especially in eastern North America,i98927,meadow buttercup|tall buttercup|tall crowfoot|tall field buttercup|Ranunculus acris,Q42711363|Q157563,Q42711363,2,Ranunculus acris subsp. pumilus,Ranunculus acris,subspecies of plant
13195252-n,epiphytic fern with large fronds; Taiwan and Philippines,i105886,bear's-paw fern|Aglaomorpha meyeniana,Q42741482|Q3335252,Q42741482,2,Drynaria meyeniana,Drynaria,species of plant
11866382-n,large cactus of east central Mexico having golden to pale yellow flowers and spines,i99526,golden barrel cactus|Echinocactus grusonii,Q42751825|Q131270,Q42751825,2,Kroenleinia grusonii,Kroenleinia,species of plant in the family Cactaceae
12433670-n,low-growing summer-flowering iris of northeastern United States,i102230,dwarf iris|Iris cristata,Q42953917|Q6070337,Q42953917,2,Lophiris cristata,Lophiris,species of plant
12435437-n,low-growing spring-flowering American iris with bright blue-lilac flowers,i102241,dwarf iris|vernal iris|Iris verna,Q42960889|Q15296151,Q42960889,2,Gattenhofia verna,Gattenhofia,species of plant
12942259-n,Mexican shrub often cultivated for its scarlet-bracted flowers,i104664,scarlet plume|Euphorbia fulgens,Q117953175|Q4301001,Q4301001,2,Euphorbia fulgens,Euphorbia sect. Alectoroctonum,species of plant
12009556-n,fall-blooming European herb with a yellow flower; naturalized in the United States,i100224,fall dandelion|arnica bud|Leontodon autumnalis,Q43064408|Q717067,Q43064408,2,Scorzoneroides autumnalis,Scorzoneroides,species of plant
11777339-n,Australian tree that yields tanning materials,i99103,black wattle|Acacia auriculiformis,Q43375010|Q2673522,Q43375010,2,Racosperma auriculiforme,Racosperma,species of plant
11778591-n,tall Australian acacia yielding highly valued black timber,i99109,lightwood|Acacia melanoxylon,Q43375057|Q386585,Q43375057,2,Racosperma melanoxylon,Racosperma,species of plant
13243775-n,"a variety of club moss, also known as shining firmoss (Lycopodium lucidulum)",i106130,shining clubmoss|Lycopodium lucidulum,Q4567960|Q38233964,Q4567960,2,Huperzia lucidula,Huperzia,species of plant
01645032-n,Mexican frog found within a jump or two of water,i43944,tarahumara frog|Rana tarahumarae|Lithobates tarahumarae,Q4666261|Q3061934,Q4666261,2,Lithobates tarahumarae,Lithobates,species of amphibian
01643847-n,wide-ranging light-brown frog of moist North American woodlands especially spruce,i43937,wood-frog|wood frog|Rana sylvatica|Lithobates sylvaticus,Q4666317|Q72725,Q4666317,2,Lithobates sylvaticus,Lithobates,species of amphibian
01644218-n,largest North American frog; highly aquatic with a deep-pitched voice,i43939,bullfrog|Rana catesbeiana|Lithobates catesbeianus,Q4667413|Q159404,Q4667413,2,Lithobates catesbeianus,Lithobates,species of amphibian
01644380-n,similar to bullfrog; found in or near marshes and ponds; of United States and Canada,i43940,green frog|spring frog|Rana clamitans|Lithobates clamitans,Q4667968|Q159363,Q4667968,2,Lithobates clamitans,Lithobates,species of amphibian
11967898-n,annual of southwestern United States cultivated for its purple flower heads and its bracts that resemble small baskets,i100017,basket flower|Centaurea americana,Q468566|Q87598685,Q468566,2,Centaurea americana,Plectocephalus,species of plant
01644898-n,a meadow frog of eastern North America,i43943,pickerel frog|Rana palustris|Lithobates palustris,Q28035920|Q469979,Q469979,2,Rana palustris,Rana,species of amphibian
01595028-n,crested titmouse of eastern and midwestern United States,i43664,tufted titmouse|Parus bicolor|Baeolophus bicolor,Q738534|Q47456549,Q47456549,2,Parus bicolor,Parus,species of bird
12898397-n,southwestern United States plant with yellow flowers on stems that twist and twine through other vegetation,i104464,yellow twining snapdragon|Antirrhinum filipes,Q3338172|Q4775223,Q4775223,2,Antirrhinum filipes,Antirrhinum,species of plant
11822360-n,birthwort of the eastern United States woodlands,i99316,Virginia snakeroot|Virginia serpentaria|Virginia serpentary|Aristolochia serpentaria,Q58380413|Q4791037,Q4791037,2,Aristolochia serpentaria,Aristolochia,species of plant
13203236-n,a spleenwort of eastern North America,i105927,mountain spleenwort|Asplenium montanum,Q55834740|Q4808134,Q4808134,2,Asplenium montanum,Asplenium,species of plant
13203697-n,a spleenwort of eastern and southern United States,i105930,lobed spleenwort|Asplenium pinnatifidum,Q17181419|Q4808138,Q4808138,2,Asplenium pinnatifidum,Asplenium,species of plant
13202709-n,ferns having lanceolate fronds that root at the tip,i105924,walking fern|walking leaf|Asplenium rhizophyllum|Camptosorus rhizophyllus,Q17172165|Q4808143,Q4808143,2,Asplenium rhizophyllum,Asplenium,species of plant
12831607-n,low mat-forming herb of rocky places in United States,i104126,chickweed phlox|sand phlox|Phlox bifida|Phlox stellaria,Q49459738|Q39594870,Q49459738,2,Glade Phlox,Phlox bifida,subspecies of plant
13253261-n,a large fungus with viscid cap that dries and turns brown with age; gills are off-white,i106180,Armillaria zelleri,Q108443971|Q49600720,Q49600720,2,Fetid armillaria,Armillaria,species of fungus
12635386-n,North American waterweed; widely naturalized in Europe,i103178,Canadian pondweed|Elodea canadensis,Q49606627|Q159760,Q49606627,2,Anacharis canadensis,Anacharis,
11813872-n,tropical American aroid having edible tubers that are cooked and eaten like yams or potatoes,i99275,yautia|tannia|spoonflower|malanga|Xanthosoma sagittifolium|Xanthosoma atrovirens,Q279280|Q49629862,Q49629862,2,Xanthosoma atrovirens,Xanthosoma,species of plant
13079723-n,a fungus with a broadly convex brown cap and pores that extend part way down the stalk,i105345,Phylloporus boletinoides,Q108199695|Q49632525,Q49632525,2,Phylloporus boletinoides,Phylloporus,species of fungus
02118293-n,wolflike yellowish-brown wild dog of Australia,i46557,dingo|warrigal|warragal|Canis dingo,Q5032447|Q117011854,Q5032447,2,Canis lupus dingo,Canis lupus,taxonomic rank that includes both the dingo and the New Guinea singing dog as well as some extinct dogs that were once found in coastal Papua New Guinea and the island of Java in the Indonesian Archipelago
11885898-n,shrub of southern Florida to West Indies,i99618,caper tree|Jamaica caper tree|Capparis cynophallophora,Q22114345|Q5036115,Q5036115,2,Capparis cynophallophora,Capparis,species of plant
01649289-n,common brownish-yellow short-legged toad of western Europe; runs rather than hops,i43969,natterjack|Bufo calamita,Q622886|Q50407495,Q50407495,2,Bufo calamita,Bufo,species of amphibian
02445646-n,usually rich dark brown,i48483,American mink|Mustela vison,Q116910164|Q50407587,Q50407587,2,Mustela vison,weasel,species of mammal
02865388-n,armor that protects the wearer's whole body,i50907,body armor|body armour|suit of armor|suit of armour|coat of mail|cataphract,Q485027|Q50414774,Q50414774,2,,,
01851094-n,American teal,i45056,bluewing|blue-winged teal|Anas discors|Spatula discors,Q28106778|Q504148,Q504148,2,Anas discors,Anas,species of duck
11845820-n,garden annual with featherlike spikes of red or yellow flowers,i99429,cockscomb|common cockscomb|Celosia cristata|Celosia argentea cristata,Q5058425|Q1186867,Q5058425,2,Celosia argentea var. cristata,Celosia argentea,variety of plants
12534643-n,shrub of western United States having pink or crimson flowers; often forms thickets,i102691,western redbud|California redbud|Cercis occidentalis,Q15538466|Q5063945,Q5063945,2,Cercis occidentalis,Cercis,species of plant
01733918-n,slender fast-moving Eurasian snake,i44412,horseshoe whipsnake|Coluber hippocrepis,Q540927|Q50824374,Q50824374,2,Coluber hippocrepis,Coluber,species of reptile
12214182-n,graceful deciduous shrub or small tree having attractive foliage and small red berries that turn black at maturity and are used for making wine,i101206,makomako|New Zealand wine berry|wineberry|Aristotelia serrata|Aristotelia racemosa,Q151178|Q50827497,Q50827497,2,Aristotelia racemosa,Aristotelia,species of plant
